"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Liberia","LBR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0.455571053376458","1.10010617952073","1.21625144465769","2.49378392734742","3.46262654625727","4.12869763642378","4.96423401944107","5.45498651093242","6.5873123890643","","",
"Libya","LBY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8","97.1694259643555","95.4533767700195","93.7181243896484","91.958740234375","90.1733779907227","88.3725204467773","86.5697326660156","84.7785949707031","83.0126724243164","81.285530090332","79.6070251464844","77.9721450805664","76.3721618652344","74.7983627319336","73.2420043945313","71.6943740844727","70.1482009887695","","",
"St. Lucia","LCA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6272054920864","88.6235212721249","89.4451743204487","90.2021342957716","90.8951267605934","91.541912174887","92.1628231458698","92.7772290025605","93.4033440258889","94.0767461010631","94.8849204397094","95.62074335709","96.2959390108088","97.0470791298445","97.7161660877178","98.3999723892633","99.0957404656233","","",
"Latin America & Caribbean","LCN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2565725279714","64.1656603327163","65.9871372691151","62.7359619740827","65.277972060304","66.0380644313174","67.7755126569216","69.232217640566","70.1352486969278","73.0903029408138","74.6050828566542","75.2020415602155","76.0367849449646","77.1254184805824","79.1391277067535","79.7617589183039","81.8861554521248","82.6188414437025","83.790911065089","84.6662383244983","86.0874492224483","87.4398137714731","87.8193149949663","89.2008695721757","89.895113243674","91.8882678452414","","",
"Least developed countries: UN classification","LDC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.77695409589138","11.5768221023292","14.0414208071325","15.1032017670219","15.1258971701893","13.7766842575762","18.5730917785973","25.4313473785848","19.3713906330653","20.1867667247579","19.5979252332931","20.0941773295462","24.4841113330284","25.0593646417676","25.2669516135586","28.6693957066726","33.9083663656551","37.7439241545819","","",
"Low income","LIC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.17890884168016","9.35286646408177","11.9308109594177","13.3292205203485","12.6131286367122","9.73837077303618","14.1844105920533","26.482243367453","15.5128271841556","15.9106560422436","16.4493405547457","14.651884704036","19.5925992756363","20.36013658572","20.84837182125","20.8333576366401","27.5991823862056","27.5790677871536","","",
"Liechtenstein","LIE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Sri Lanka","LKA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7182648569218","78.3179176871207","70.9482391707102","72.7002735657781","74.417392198065","76.1120349058292","76.5793661241377","79.501260690132","81.2289076074192","83.0043092992487","85.7404890159754","86.9657308391869","88.4647809820831","90.5710962475357","92.6743778862558","94.8139912287918","96.9919810761993","","",
"Lower middle income","LMC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9584298847631","34.8903233860037","36.919466180111","39.7738782296596","43.3061427430304","46.2169427033491","49.0238140352075","49.0692560448115","47.1538944158243","51.3094800531355","52.9510040197291","53.6679383004347","55.0510108832612","56.9530842228539","57.7736210331746","59.5204364358412","61.5251453637296","62.7967855667277","58.199907624147","66.9405356193959","67.8940185306944","69.4483985935548","73.8405753999198","76.3325965653405","79.1064304045744","","",
"Low & middle income","LMY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5684974148471","58.4188347532531","58.8540881712214","59.2407845367489","60.2324531295762","61.0837273885892","62.659568071357","61.2221707889473","60.5522972874012","62.729390798843","63.4922766071674","63.6331008755252","63.5603415429366","65.085034238142","66.6475312201452","66.161569179292","66.9882339646997","67.9492147916158","65.0187426589256","70.2788628263852","70.7232418792429","71.413354099499","73.6287180630798","75.7550303680471","77.1524365036062","","",
"Lesotho","LSO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9888374556564","0.192076810601141","1.42382163902744","2.6011453025621","1.42698395717688","4.75696817309124","2.65291580876467","6.71967564371159","7.67756032027457","8.59290631216544","8.91753416957288","10.8712548293076","12.73791856481","14.3531918750924","15.6484104776525","17.8121305324406","18.9498790174674","19.9843292082136","","",
"Late-demographic dividend","LTE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2752008438408","90.9622897379672","90.0618628386137","90.5019704237589","90.8602719798089","91.1569318418685","91.7426134534454","91.0375823374158","92.0022734453698","92.5010879761087","91.9975182172492","92.7569144055623","93.6740007943059","94.0147745385187","94.4165896917022","95.3694100162543","96.4205574259275","95.9569653482325","96.5417708793982","96.5675071907843","97.7378770867849","98.1833050606301","98.50016858603","98.7753213239959","98.6795717752519","99.0321199326635","99.1449098483536","99.3036097885727","","",
"Lithuania","LTU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Luxembourg","LUX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Latvia","LVA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Macao SAR, China","MAC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"St. Martin (French part)","MAF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","","",
"Morocco","MAR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9208324810594","18.9311440989751","21.7289915567821","20.0112772327817","28.5611669862499","32.1314767914409","35.7779790863527","39.4886978832398","37.0077544153119","47.0481747198694","50.862568856931","54.6788428767531","58.4416099161046","62.1050349128416","93.023275463146","69.4143014991357","73.1968193366417","77.1112456088514","81.1929451206099","85.4735683376113","89.9501221313263","94.6113276430603","86.1420293108652","99.5452152291774","99.9846277022419","100","","",
"Monaco","MCO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Moldova","MDA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Madagascar","MDG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.7565883856472","0.708321215801191","0.672329463059319","0.636765746118739","1.18310251618643","0.576973085610166","0.546329795834735","0.504851735822804","4.50706247229671","0.351385963644864","7.7399638613432","0.0429924732358157","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Maldives","MDV","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6919929983723","82.5805593323754","83.6363402444793","84.6941785645983","85.7450236295135","86.7862548649336","87.8765047862212","89.0958123787929","90.3407867854008","99.9","98.9127488715049","99.4958170337196","99.7795246135148","99.6159696222754","100","99.739710561329","99.9550003257913","99.8649622121488","","",
"Middle East & North Africa","MEA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2422058066739","80.8230248117735","81.1058711223207","83.4672813625266","83.4392631603808","85.8705519782489","90.0618664093375","87.1612622383465","88.8863995527731","89.0829619523656","90.2321184271708","90.8819912836942","91.9434788509675","93.5292878742341","91.3967595403483","94.0517187966276","94.3819990203961","94.8806277838139","","",
"Mexico","MEX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.014632442997","85.3332315732349","84.3841668462247","86.2252855284732","87.747031189845","87.4872743991203","87.2345921277901","89.1043322051069","93.7989987313469","90.8243216312774","92.9132573507133","92.3938136988956","96.0889071741726","96.7655801273484","97.1754810090226","94.3018973500546","96.1614785271664","95.1409063770686","97.5991856865383","97.1088992209402","97.1569798464107","98.6353246255734","97.4269296719339","97.8517740720162","98.3310679367884","100","","",
"Marshall Islands","MHL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0953850108727","23.2514328666801","26.4820385002907","29.7760621166729","33.104892765265","36.4417876538613","39.7765495266777","43.1362641120454","22.3614326016652","50.1339463317372","53.8809166090074","79.1252804244331","82.5693576261882","83.675772249246","84.4916863485088","85.3661370816094","87.1940887192871","88.5393295445331","91.8498963586025","","",
"Middle income","MIC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4154738513625","60.2772618363393","61.3882123922032","62.4752418565431","63.9928598112372","64.8188561911008","66.5906931029471","66.9890163093885","65.9528261926255","68.4003754434852","69.2102364251806","69.6398950122692","70.4352725943799","71.7279686523495","72.0405109273019","73.2163008218387","74.5604735775814","75.6830746921804","72.7380581290105","78.2056605773733","78.7581432689454","79.643856483536","82.3932882897718","83.9117254248998","85.7225758316568","","",
"North Macedonia","MKD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Mali","MLI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.591517931950481","1.25036252468401","0.0595688775532506","2.36222469169357","2.78936271202218","3.11144099014182","3.32249554446888","1.54482907817496","3.44992994297756","3.39771069606665","5.65370486427146","0","0","0","0.0673395167968285","2.70529822780276","7.27803915451883","9.31374639826236","11.7110730509287","","",
"Malta","MLT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Myanmar","MMR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2767154414678","30.6706382435241","31.8230202195124","32.9369326674251","34.0273074926659","35.1121091517641","36.2102392289293","37.3414792529718","32.4718406857169","39.6423808830537","40.9188840549568","42.4043251180438","37.8809523327189","47.6019166889164","39.809939907438","59.9191347144863","","",
"Middle East & North Africa (excluding high income)","MNA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9735059635166","80.5594006704057","80.8631600289994","83.2508263059349","82.5388307085838","85.0879110158198","89.5393625284264","86.3955141909857","88.2693886848284","88.4645293128376","89.6697519456793","90.3526143079534","91.4742495998544","93.1523654870976","90.8967065206856","93.7067680994958","94.0575813512791","94.5867113699773","","",
"Montenegro","MNE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Mongolia","MNG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8075987166029","39.2761543587317","39.4065784665202","40.9466411823627","39.5801899199944","66.7049965754473","39.5742756774756","39.5574930213769","39.5824221752819","39.7025604263618","41.8835650722188","25.1779171513302","42.8228226416415","45.7672640826106","45.9680406384058","49.1908735033989","52.4771955303339","55.7355234239027","","",
"Northern Mariana Islands","MNP","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Mozambique","MOZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.707684357697591","0.981695183299586","1.46848597127614","1.77007666819192","2.03128431923502","2.27268284178803","2.28574240624351","2.18084924613628","2.68371235139525","3.80834609600818","3.07950641835109","2.88100256843073","2.59250178334497","0.926828187822234","2.3931854124358","2.17582504522551","","",
"Mauritania","MRT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.90004979390693","3.74683229427284","3.92374057856812","3.98762108672596","1.17782384460337","3.76026865712188","3.84379010910264","3.9066026298758","2.77108158984509","0","0","0","0","0.389357664882814","0","0","0","","",
"Mauritius","MUS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.2557117957069","99.0500108092899","98.9574833837207","99.6835713171659","99.9264419411676","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Malawi","MWI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.889516821333483","0","0","0.131182845344368","0.312029500203726","0.490988024475786","0.667784132692717","0.910177079934218","0.710773315072617","1.40117956104979","1.62242179487362","0.792392526959451","2.79984089722462","2.10993777798673","0.0991115233177971","2.31387981845161","2.42139265381958","2.54923393924849","3.91473962884798","2.95385702940359","1.82181273773707","3.75615176548623","5.32163384291191","3.41219990801549","4.8715844950607","3.70944857013131","","",
"Malaysia","MYS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.8949875019837","97.958736119676","98.6083805741758","99.5393147012262","99.7854975413865","99.9716456671619","100","100","100","","",
"North America","NAC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Namibia","NAM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.742129051349","9.18227242065333","11.9401696943169","12.7970671165024","13.6687463233267","14.5605965120075","15.4737579837259","16.4024415697235","18.9317541659173","18.2672155220665","18.914125340475","19.47985652981","20.0009695884657","20.4748366025984","20.9130333665762","22.3900543336552","21.7677988686528","20.6549023932944","22.7508277605157","21.636717266731","23.9901010459182","27.3082362171007","25.451482714025","26.2495306665945","27.499684067023","29.289980656348","","",
"New Caledonia","NCL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Niger","NER","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1.33643892010792","1.95646725862539","0.717456009368756","1.01536139978049","1.36769022033517","0","2.00036677886338","2.33192616310279","2.63921422986018","2.91575956108152","0","1.95275013328632","3.59895554441371","3.82846344271521","4.08512017617715","3.56498430768711","5.47433542450097","5.22865137944243","6.88981277650873","7.69844597714329","8.14216296449207","9.83940204857583","10.844500864984","","",
"Nigeria","NGA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.0439140508646","13.211132300295","13.9844839638597","14.7666026792545","15.5609895181466","16.3703370467818","17.1976214553769","18.0509989869008","18.9306812447949","24.3267901565946","20.7361456522836","21.363766361156","21.9760522426931","32.7002684520197","23.1117238755546","23.6191439700286","24.09897495495","25.2785393542109","25.6212971865528","25.5970547682473","23.5367302873632","31.0191858233852","27.6988046730519","31.6345940892303","29.5497701005465","25.9039720607418","33.9704583732938","22.6174364923336","","",
"Nicaragua","NIC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.9414108120356","42.9607303554083","43.5065247171996","44.1908657991863","44.9101977492972","42.6951543852581","46.4511627235763","47.2422463431251","47.8595068341929","48.7749145057707","49.4811461966942","50.1222925871792","46.3904035847673","51.1548052686175","51.6044782595194","52.0639032641808","51.677225957","53.1433524196813","53.4199255340954","54.4317803466275","57.1434766983048","59.2726882066892","62.6321914490414","65.5744585556225","68.4880260328372","","",
"Netherlands","NLD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Norway","NOR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Nepal","NPL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1540874151435","6.72056752789852","10.5843682689975","14.4712677620096","18.3774664285248","14.6972460137667","26.4347177242062","30.5602062212229","28.4514458360247","38.7789716977703","44.085190837258","47.0028372862092","51.1569160012158","55.3619820899664","59.2106276764302","61.718454815882","69.3416402509971","74.2996961780041","82.055520573082","84.3387239560169","89.8119989120096","94.7449782573954","","",
"Nauru","NRU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"OECD members","OED","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6079823099519","99.723878396631","97.7437789066787","98.3550491136132","98.2629647364899","98.4999711065698","98.6323197889568","98.6180681615487","98.6406671377613","98.7798139342232","99.2894757612149","98.9592102348711","99.1682697118187","99.1815909887992","99.4963712072188","99.5699568311203","99.6790766117581","99.3240251869576","99.5203845859243","99.4693877242381","99.7370284807488","99.6910486759211","99.7195880319721","99.8657928255953","99.7466019507588","99.7881491606884","99.8352532203578","100","","",
"Oman","OMN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","","",
"Other small states","OSS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5851516706968","33.3072467791934","33.8517664695823","34.7552816254929","36.9614726266488","38.4683813437643","36.1131385933675","38.2961165847924","39.2059989060022","40.2897865116046","42.5131117076277","43.5142732056805","44.8629888798142","46.2310461987179","47.2371985817084","48.6960006350864","50.6460700806882","51.7095835470685","","",
"Pakistan","PAK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4976355691252","59.0019475217541","58.8505443383068","58.6858952299937","58.4961645129622","58.2719339901326","58.0020796365295","57.4608035811477","57.5464803453179","57.066395900882","56.6162852123092","56.2219978792901","55.9047516351846","55.6803622791098","55.5370240052054","55.4551396654669","55.4063496736075","55.3690033720352","55.3277929638166","54.1368324356","","",
"Panama","PAN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.5238796078524","44.2048228928033","45.0652319594165","45.9643711975151","46.9082528095215","47.9108653814335","48.981444150954","50.1387923335344","51.3874667788204","52.7201242134636","55.4234617811674","56.2071825576643","58.2144351231513","71.4583262206432","62.116873778336","63.9777735169582","65.8016297868391","67.6260205926514","69.4872501180974","71.425424435891","64.7068796175199","75.1456111906974","77.351429268216","71.1997273385154","83.0370694593855","86.0087107104081","91.1897684464415","100","","",
"Peru","PER","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6399325690384","2.41833722311351","4.56539225219582","6.80661927049753","4.65765779287452","11.5429606353482","16.5817036034109","18.3864216858955","11.0893899182814","16.0957514942038","19.4595828852343","18.4972412823749","20.8976930870278","24.6324288325041","31.0512501836341","38.6891982113935","45.4175495493567","50.9597719321219","55.6332332453442","61.3020720694644","66.1668235680302","69.9050132803541","72.7675061267991","76.6926907821127","77.9748409003461","83.6759035169327","","",
"Philippines","PHL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.3467058721173","51.4056620127755","53.1198856354384","54.8500022007917","56.6008232645303","54.2250586309846","56.1771338673055","61.94021209175","63.7053423580096","65.440024300492","63.5447157607288","84.5774153264759","70.3336652161306","71.8604061092468","73.3690867997593","74.6331743588422","76.4322307925147","78.0235533946128","81.3741120131877","81.3913306860381","81.8996931710397","84.8748092879687","83.1949801733992","88.5840040529102","90.0231666346295","","",
"Palau","PLW","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9855682497128","96.0699857159709","95.9851518598736","95.9033754629737","95.8776600513418","95.9653176308603","96.2168816468907","94.8763915193781","97.187590039466","99.1563289479233","98.6503711134388","100","100","","",
"Papua New Guinea","PNG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58826305400128","0","0","1.27512474866654","3.32310244647022","5.25579811639107","7.16889133618315","9.05862262886748","10.9191701541903","12.746721553839","5.03425384506359","16.3567144343305","18.1704361729719","20.0107973346018","11.7617283675063","23.7010938548141","25.6015489108152","28.8423617774171","34.0502293813326","39.5169374059684","44.9124225237912","50.4167640669739","","",
"Poland","POL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Pre-demographic dividend","PRE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.05850003246735","7.84648023947817","8.8103900046071","10.2644737956559","7.90812742572241","9.41343471899087","9.31569131805315","11.9812791292276","10.2692622090443","10.5587437808802","12.7879498312693","13.5892597169073","14.0301214231139","12.7832074402425","12.4495471268716","15.7491257585138","17.1387210673734","18.5600889120433","20.3770278082053","19.2639344408661","26.2920688569802","23.9374049583238","","",
"Puerto Rico","PRI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Korea, Dem. People’s Rep.","PRK","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4086958397317","31.2198122072339","34.2152256120723","37.2228786440816","40.2326849017263","43.2469681452151","46.2679655378701","49.3035964164952","52.3575455108732","","",
"Portugal","PRT","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Paraguay","PRY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7981084289554","73.5016267387607","73.624893325139","75.9520213085969","77.6570857428263","78.6138047013982","82.2929817204111","83.7261623061629","85.6111697326116","87.5003633236302","89.6435763214899","94.284842585071","93.1261859466393","93.3766125479489","94.7418450631712","94.4269012873393","96.2914963810928","95.1415024137151","97.8732189592245","97.7289609275437","98.5827142457973","96.0512810162976","98.5080103658157","","",
"West Bank and Gaza","PSE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9334074138543","95.4409843791124","95.9333926142093","99.1865044823094","97.0247527120651","97.5251266000397","97.5080598881439","98.0318236274618","98.4560986482545","99.425804644357","98.2854721714834","98.6753694973646","99.4573452489085","99.9","99.0031951025325","99.8659893230883","99.9616173877194","100","100","100","100","","",
